epoch,epoch_loss,split,loss,acc,sample_fn
0,1.1363043,train,0.8762458,0.7365368945703129,gumbel_soft
0,1.1363043,val,0.88035524,0.7321034626083064,gumbel_soft
0,1.1363043,test,0.8799282,0.7380691642651297,gumbel_soft
1,0.81538844,train,0.77459913,0.7542160939974674,gumbel_soft
1,0.81538844,val,0.7731033,0.7536528439428334,gumbel_soft
1,0.81538844,test,0.77957445,0.7527377521613833,gumbel_soft
2,0.7565384,train,0.7395791,0.7554224559695517,gumbel_soft
2,0.7565384,val,0.73885053,0.7547399047223199,gumbel_soft
2,0.7565384,test,0.7432965,0.7549279538904899,gumbel_soft
3,0.7317597,train,0.7238198,0.7602232122385775,gumbel_soft
3,0.7317597,val,0.71828735,0.7582248936918502,gumbel_soft
3,0.7317597,test,0.72632676,0.759106628242075,gumbel_soft
4,0.71544087,train,0.7157826,0.7630803853303563,gumbel_soft
4,0.71544087,val,0.71154815,0.7603350704990888,gumbel_soft
4,0.71544087,test,0.7241346,0.7612680115273776,gumbel_soft
5,0.70572966,train,0.7038455,0.7710416688712756,gumbel_soft
5,0.70572966,val,0.69606084,0.768647888224574,gumbel_soft
5,0.70572966,test,0.7023763,0.7692795389048991,gumbel_soft
6,0.7014125,train,0.69617367,0.7754367771087525,gumbel_soft
6,0.7014125,val,0.7013032,0.7720049876906353,gumbel_soft
6,0.7014125,test,0.69948304,0.7738040345821325,gumbel_soft
7,0.6848204,train,0.6673991,0.7802481155003403,gumbel_soft
7,0.6848204,val,0.66589546,0.7776001534674042,gumbel_soft
7,0.6848204,test,0.6743895,0.7789913544668587,gumbel_soft
8,0.6643503,train,0.6458242,0.7894580895035926,gumbel_soft
8,0.6643503,val,0.63406944,0.790964606579915,gumbel_soft
8,0.6643503,test,0.6516108,0.7873487031700288,gumbel_soft
9,0.6457271,train,0.6552392,0.7880012839642042,gumbel_soft
9,0.6457271,val,0.6491445,0.7897176839210922,gumbel_soft
9,0.6457271,test,0.66156936,0.789193083573487,gumbel_soft
10,0.6404787,train,0.6525961,0.7875815264359058,gumbel_soft
