epoch,epoch_loss,split,loss,acc,sample_fn
0,1.2933728,train,0.8022213,0.7109756852069542,gumbel_soft
0,1.2933728,val,0.79746264,0.7057439446366782,gumbel_soft
0,1.2933728,test,0.7990888,0.7020107406019733,gumbel_soft
1,0.6172454,train,0.4748876,0.8423869331188517,gumbel_soft
1,0.6172454,val,0.45406893,0.8629757785467128,gumbel_soft
1,0.6172454,test,0.46548235,0.858748594979393,gumbel_soft
2,0.43522784,train,0.39106086,0.8726876198725484,gumbel_soft
2,0.43522784,val,0.3857925,0.8817993079584775,gumbel_soft
2,0.43522784,test,0.39377585,0.8649931310103659,gumbel_soft
3,0.34578225,train,0.3314642,0.8903050176328652,gumbel_soft
3,0.34578225,val,0.29744744,0.9110034602076125,gumbel_soft
3,0.34578225,test,0.32771748,0.8848507555888597,gumbel_soft
4,0.31740585,train,0.27957046,0.920744911216977,gumbel_soft
4,0.31740585,val,0.29176277,0.9146020761245675,gumbel_soft
4,0.31740585,test,0.2920483,0.9179467965530161,gumbel_soft
5,0.27093795,train,0.2866682,0.9181309162902926,gumbel_soft
5,0.27093795,val,0.28926414,0.908235294117647,gumbel_soft
5,0.27093795,test,0.28168637,0.912201823404521,gumbel_soft
6,0.23948373,train,0.21284986,0.9417496751840624,gumbel_soft
6,0.23948373,val,0.19638619,0.9474048442906574,gumbel_soft
6,0.23948373,test,0.21974665,0.936180841763457,gumbel_soft
7,0.22519813,train,0.2036951,0.9430953412114088,gumbel_soft
7,0.22519813,val,0.1808065,0.9539100346020761,gumbel_soft
7,0.22519813,test,0.18484093,0.9560384663419508,gumbel_soft
8,0.16285917,train,0.12692216,0.9692352904782529,gumbel_soft
8,0.16285917,val,0.1050046,0.9784083044982699,gumbel_soft
8,0.16285917,test,0.12013483,0.9705257899338079,gumbel_soft
9,0.12180906,train,0.09831789,0.9762265668502135,gumbel_soft
9,0.12180906,val,0.12975074,0.9624913494809688,gumbel_soft
9,0.12180906,test,0.08397846,0.9841388784813289,gumbel_soft
10,0.08588685,train,0.08565867,0.9769226010022892,gumbel_soft
10,0.08588685,val,0.080485515,0.979515570934256,gumbel_soft
10,0.08588685,test,0.08866593,0.9743974022730111,gumbel_soft
11,0.09739485,train,0.075254366,0.98097506650993,gumbel_soft
11,0.09739485,val,0.104626946,0.9662283737024221,gumbel_soft
11,0.09739485,test,0.07071019,0.9827650805545148,gumbel_soft
12,0.07556103,train,0.066878624,0.9831559735197674,gumbel_soft
12,0.07556103,val,0.061124753,0.9833910034602076,gumbel_soft
12,0.07556103,test,0.06714302,0.9843886599225677,gumbel_soft
13,0.06387148,train,0.060134117,0.9832178432221741,gumbel_soft
13,0.06387148,val,0.08434948,0.9720415224913495,gumbel_soft
13,0.06387148,test,0.045919478,0.9900087423504433,gumbel_soft
14,0.050724447,train,0.04673458,0.9884458330755429,gumbel_soft
14,0.050724447,val,0.035367247,0.9934948096885813,gumbel_soft
14,0.050724447,test,0.033010457,0.9935056825277881,gumbel_soft
15,0.05359557,train,0.05026173,0.9866670791313493,gumbel_soft
15,0.05359557,val,0.052189864,0.9843598615916955,gumbel_soft
15,0.05359557,test,0.043270636,0.9906331959535406,gumbel_soft
16,0.040997546,train,0.037901893,0.9903637938501516,gumbel_soft
16,0.040997546,val,0.054948892,0.9831141868512111,gumbel_soft
16,0.040997546,test,0.033316985,0.9918821031597352,gumbel_soft
17,0.03967773,train,0.04002376,0.9894357483140506,gumbel_soft
17,0.03967773,val,0.03700188,0.9908650519031141,gumbel_soft
17,0.03967773,test,0.05236485,0.986636692893718,gumbel_soft
18,0.0448788,train,0.036045875,0.9902091195941347,gumbel_soft
18,0.0448788,val,0.03303753,0.9928027681660899,gumbel_soft
18,0.0448788,test,0.03864977,0.9902585237916823,gumbel_soft
19,0.036419723,train,0.037808783,0.9897296294004826,gumbel_soft
19,0.036419723,val,0.03495464,0.9919723183391004,gumbel_soft
19,0.036419723,test,0.064787164,0.9761458723616835,gumbel_soft
20,0.031472567,train,0.030732319,0.9921270803687434,gumbel_soft
20,0.031472567,val,0.023659103,0.9946020761245675,gumbel_soft
20,0.031472567,test,0.058970284,0.9815161733483202,gumbel_soft
21,0.034054324,train,0.03629133,0.9899616407845079,gumbel_soft
21,0.034054324,val,0.02827752,0.9914186851211073,gumbel_soft
21,0.034054324,test,0.028667443,0.9928812289246909,gumbel_soft
22,0.027776508,train,0.03058909,0.9918486667079132,gumbel_soft
22,0.027776508,val,0.022173416,0.9946020761245675,gumbel_soft
22,0.027776508,test,0.053743962,0.9821406269514175,gumbel_soft
23,0.033832766,train,0.027974213,0.9931788653096578,gumbel_soft
23,0.033832766,val,0.024905879,0.9943252595155709,gumbel_soft
23,0.033832766,test,0.03612366,0.9911327588360185,gumbel_soft
24,0.03063473,train,0.03612338,0.9901317824661263,gumbel_soft
24,0.03063473,val,0.040269613,0.9878200692041522,gumbel_soft
24,0.03063473,test,0.020204049,0.9958786062195579,gumbel_soft
25,0.028883835,train,0.031401467,0.9912918393862525,gumbel_soft
25,0.028883835,val,0.03271793,0.9925259515570934,gumbel_soft
25,0.028883835,test,0.030247774,0.9930061196453104,gumbel_soft
26,0.02928072,train,0.025769375,0.9931633978840562,gumbel_soft
26,0.02928072,val,0.017845387,0.9961245674740484,gumbel_soft
26,0.02928072,test,0.030315688,0.9927563382040714,gumbel_soft
27,0.023803417,train,0.024558036,0.99365835550331,gumbel_soft
27,0.023803417,val,0.01913864,0.9951557093425606,gumbel_soft
27,0.023803417,test,0.030227963,0.9917572124391157,gumbel_soft
28,0.024731519,train,0.025173107,0.9931943327352596,gumbel_soft
28,0.024731519,val,0.024481116,0.9946020761245675,gumbel_soft
28,0.024731519,test,0.026082406,0.9933807918071688,gumbel_soft
29,0.022337073,train,0.02633943,0.9929004516488276,gumbel_soft
29,0.022337073,val,0.02428066,0.994878892733564,gumbel_soft
29,0.022337073,test,0.020092176,0.9952541526164606,gumbel_soft
30,0.024190404,train,0.028717319,0.9923281569015653,gumbel_soft
30,0.024190404,val,0.022331532,0.9937716262975779,gumbel_soft
30,0.024190404,test,0.03828792,0.9883851629823904,gumbel_soft
31,0.028646063,train,0.026810275,0.992683907690404,gumbel_soft
31,0.028646063,val,0.029803138,0.991280276816609,gumbel_soft
31,0.028646063,test,0.04143721,0.9883851629823904,gumbel_soft
32,0.032059316,train,0.023097808,0.9938594320361319,gumbel_soft
32,0.032059316,val,0.022849578,0.9946020761245675,gumbel_soft
32,0.032059316,test,0.03430905,0.9911327588360185,gumbel_soft
33,0.023410117,train,0.023461426,0.9940605085689538,gumbel_soft
33,0.023410117,val,0.03207031,0.9893425605536332,gumbel_soft
33,0.023410117,test,0.028092192,0.9930061196453104,gumbel_soft
34,0.02619103,train,0.023849385,0.9937975623337252,gumbel_soft
34,0.02619103,val,0.028188696,0.9928027681660899,gumbel_soft
34,0.02619103,test,0.03380828,0.9918821031597352,gumbel_soft
35,0.02940607,train,0.025578463,0.9931015281816494,gumbel_soft
