epoch,epoch_loss,split,loss,acc,sample_fn
0,1.643029,train,1.3565286,0.5073817977948047,gumbel_soft
0,1.643029,val,1.3561833,0.513757203941253,gumbel_soft
0,1.643029,test,1.3714592,0.5023827439177326,gumbel_soft
1,1.3246794,train,1.2961786,0.5156980003737619,gumbel_soft
1,1.3246794,val,1.2931906,0.5159881018776724,gumbel_soft
1,1.3246794,test,1.3076619,0.508903937797843,gumbel_soft
2,1.2679082,train,1.229284,0.53599534874063,gumbel_soft
2,1.2679082,val,1.2394373,0.5328127904815021,gumbel_soft
2,1.2679082,test,1.2384181,0.5346542931193045,gumbel_soft
3,1.1995755,train,1.1559681,0.5586598558940178,gumbel_soft
3,1.1995755,val,1.1544672,0.5613496932515337,gumbel_soft
3,1.1995755,test,1.1898599,0.5500376222723853,gumbel_soft
4,1.10066,train,1.0886114,0.5876160219273656,gumbel_soft
4,1.10066,val,1.1152439,0.5697155605131066,gumbel_soft
4,1.10066,test,1.0972546,0.5842320876180921,gumbel_soft
5,0.97643566,train,0.90776646,0.6386968167943686,gumbel_soft
5,0.97643566,val,0.89683443,0.6404536159137386,gumbel_soft
5,0.97643566,test,0.9159685,0.6404982860964802,gumbel_soft
6,0.84853494,train,0.816608,0.6744949023027886,gumbel_soft
6,0.84853494,val,0.8165103,0.6783788808328686,gumbel_soft
6,0.84853494,test,0.8355176,0.6625700192291615,gumbel_soft
7,0.78422904,train,0.7436702,0.6946261342635852,gumbel_soft
7,0.78422904,val,0.75176656,0.6874883807399145,gumbel_soft
7,0.78422904,test,0.75011194,0.6929186522865981,gumbel_soft
8,0.7222749,train,0.6944698,0.7070641001681929,gumbel_soft
8,0.7222749,val,0.6866467,0.7119353039598438,gumbel_soft
8,0.7222749,test,0.7028827,0.7056266198478388,gumbel_soft
9,0.6838946,train,0.6805456,0.7189829523038269,gumbel_soft
9,0.6838946,val,0.66882133,0.7171407324781558,gumbel_soft
9,0.6838946,test,0.67789024,0.7173313268121394,gumbel_soft
10,0.6442739,train,0.63600063,0.734224132560892,gumbel_soft
10,0.6442739,val,0.6355842,0.7339654210819855,gumbel_soft
10,0.6442739,test,0.63947046,0.7336343115124153,gumbel_soft
11,0.6190362,train,0.6046962,0.7481363815693848,gumbel_soft
11,0.6190362,val,0.5819097,0.7564603086075479,gumbel_soft
11,0.6190362,test,0.60099095,0.744920993227991,gumbel_soft
12,0.593234,train,0.5807306,0.7544176581739654,gumbel_soft
12,0.593234,val,0.5740208,0.7575757575757576,gumbel_soft
12,0.593234,test,0.60118127,0.7422456316361509,gumbel_soft
13,0.57645947,train,0.5672526,0.7644884652920534,gumbel_soft
13,0.57645947,val,0.55921185,0.760457334076966,gumbel_soft
13,0.57645947,test,0.5774919,0.7603879274308168,gumbel_soft
14,0.55583405,train,0.5417631,0.7713303847671256,gumbel_soft
14,0.55583405,val,0.5319567,0.7780256553262688,gumbel_soft
14,0.55583405,test,0.5671311,0.7613075829780118,gumbel_soft
15,0.5323745,train,0.5308441,0.7774455449656347,gumbel_soft
15,0.5323745,val,0.52298826,0.7758877114705336,gumbel_soft
15,0.5323745,test,0.5403415,0.7705877434997074,gumbel_soft
16,0.5322651,train,0.5250355,0.7773521044872194,gumbel_soft
16,0.5322651,val,0.53191125,0.774865216583008,gumbel_soft
16,0.5322651,test,0.52799875,0.7696680879525123,gumbel_soft
17,0.52346706,train,0.5181973,0.7821175688863972,gumbel_soft
17,0.52346706,val,0.5330925,0.7783045175683212,gumbel_soft
17,0.52346706,test,0.5453573,0.7689156425048073,gumbel_soft
18,0.5077121,train,0.50216055,0.7873502356776512,gumbel_soft
18,0.5077121,val,0.5322821,0.7809072318274772,gumbel_soft
18,0.5077121,test,0.510155,0.7795334838224228,gumbel_soft
19,0.50211656,train,0.49866396,0.7879004962727632,gumbel_soft
19,0.50211656,val,0.49899292,0.7884365123628927,gumbel_soft
19,0.50211656,test,0.53816736,0.7715910040966475,gumbel_soft
20,0.5080553,train,0.49292427,0.7926348138458025,gumbel_soft
20,0.5080553,val,0.4904873,0.7959657928983083,gumbel_soft
20,0.5080553,test,0.51625615,0.7800351141208929,gumbel_soft
21,0.48925263,train,0.48443505,0.7914408521771632,gumbel_soft
21,0.48925263,val,0.4644225,0.8002416806097787,gumbel_soft
21,0.48925263,test,0.5023628,0.7781958030265028,gumbel_soft
22,0.481182,train,0.47268054,0.7985319462613426,gumbel_soft
22,0.481182,val,0.5181461,0.7837888083286856,gumbel_soft
22,0.481182,test,0.50325143,0.7859710726527882,gumbel_soft
23,0.4777535,train,0.46814317,0.7999750825390892,gumbel_soft
23,0.4777535,val,0.45928147,0.8042387060791969,gumbel_soft
23,0.4777535,test,0.5503098,0.7730958949920576,gumbel_soft
24,0.4858469,train,0.47876596,0.7954484104736395,gumbel_soft
24,0.4858469,val,0.47294995,0.7973601041085704,gumbel_soft
24,0.4858469,test,0.50077504,0.7844661817573781,gumbel_soft
25,0.48210794,train,0.47627786,0.7939429805436159,gumbel_soft
25,0.48210794,val,0.4657537,0.797824874511991,gumbel_soft
25,0.48210794,test,0.49408558,0.7855530474040632,gumbel_soft
26,0.4923796,train,0.48976067,0.7907037106252206,gumbel_soft
26,0.4923796,val,0.5099595,0.7816508644729504,gumbel_soft
26,0.4923796,test,0.5155861,0.7750188111361926,gumbel_soft
27,0.48624814,train,0.48343128,0.7953238231690858,gumbel_soft
27,0.48624814,val,0.4702409,0.7995910020449898,gumbel_soft
27,0.48624814,test,0.50857127,0.7798679040214029,gumbel_soft
28,0.4768489,train,0.47919977,0.7944828588633485,gumbel_soft
28,0.4768489,val,0.46596155,0.7964305633017289,gumbel_soft
28,0.4768489,test,0.50274223,0.7788646434244628,gumbel_soft
29,0.490497,train,0.49824965,0.7907037106252206,gumbel_soft
29,0.490497,val,0.5031565,0.7860197062651051,gumbel_soft
29,0.490497,test,0.49132386,0.782125240364518,gumbel_soft
30,0.49712825,train,0.49094895,0.789104840216782,gumbel_soft
30,0.49712825,val,0.48769334,0.7953151143335192,gumbel_soft
30,0.49712825,test,0.4974182,0.7856366524538082,gumbel_soft
31,0.50474167,train,0.49675733,0.7873294711268922,gumbel_soft
31,0.50474167,val,0.5077977,0.7822085889570553,gumbel_soft
