feature,value,0,1,2,3,4,5,<s>
attn_1_1_outputs,0,0.20195529,0.4268472,0.39063016,0.35123712,-0.40372947,0.015625011,-0.47625685
attn_1_1_outputs,1,0.1695615,0.11185905,0.06953719,0.15080361,-0.085207246,-0.46229503,-0.48115736
attn_1_1_outputs,2,-0.39689243,0.18914615,-0.07289483,-0.1267288,-0.24941392,-0.3019585,-0.1552363
attn_1_1_outputs,3,-0.045407698,0.23776408,-0.060355283,0.21420766,0.05420506,-0.00086405984,-0.43475
attn_1_1_outputs,4,-0.12974937,0.21455432,-0.030823192,-0.08712817,-0.115087256,-0.2304299,-0.3088519
attn_1_1_outputs,5,0.107804626,0.50537,-9.120029e-05,0.20507331,0.16276442,0.24520275,0.26052353
attn_1_1_outputs,6,0.32344687,0.5859498,0.45713913,0.25995544,0.29769954,0.16537671,0.1705854
attn_1_1_outputs,7,-0.37188733,0.22433968,-0.13133782,-0.13003838,-0.14809582,-0.51462716,-0.62892646
attn_1_2_outputs,0,-0.45803142,-0.5383487,-0.1292592,-0.07173493,-0.18403935,-0.18208256,-0.0026118872
attn_1_2_outputs,1,-0.20778435,-0.2819122,0.056616083,0.19310337,-0.25374418,-0.13237728,0.43084514
attn_1_2_outputs,2,-0.5379112,0.005482374,0.090916574,0.02075538,0.066840224,0.2762128,0.34026274
attn_1_2_outputs,3,0.0795537,-0.17968689,-0.43131828,-0.11397626,-0.055360753,0.087215886,0.16354628
attn_1_2_outputs,4,-0.2691869,-0.023895849,0.14461374,0.21237534,-0.6272916,0.24996746,0.34072083
attn_1_2_outputs,5,0.18600367,0.06742697,0.26487067,-0.052389275,0.17805493,-0.2071229,-0.03974211
attn_1_2_outputs,6,0.19562078,-0.011256443,0.27003247,-0.043854337,0.028545177,0.25610003,0.77262086
attn_1_2_outputs,7,-0.11473463,-0.22998801,-0.14889917,-0.050243225,-0.059040625,1.5018773,0.36589652
attn_1_3_outputs,0,-0.40384194,0.50587803,0.4182932,-0.4065083,-1.8966179,0.18981558,0.38049322
attn_1_3_outputs,1,-0.24265125,0.47209972,0.37161845,-0.9391004,-0.37590832,-1.3172573,0.40174094
attn_1_3_outputs,2,-0.92243993,0.92168957,1.0966487,0.29282698,0.14479706,0.93888146,-1.6473998
attn_1_3_outputs,3,-0.04416291,0.38083133,-0.8489534,-0.27980608,-0.4195649,0.40686694,0.14725542
attn_1_3_outputs,4,0.15609847,0.49036723,0.67353165,-1.6912367,-0.3885962,0.538333,0.074454986
attn_1_3_outputs,5,0.29174295,-1.2766013,0.7681261,-0.4942117,-0.01868804,0.99576545,0.63400143
attn_1_3_outputs,6,0.56696707,-1.2299867,0.65848553,1.042325,0.63024527,-1.0341861,-1.4209582
attn_1_3_outputs,7,0.07699081,0.68979543,0.62850827,-0.02575091,0.48072448,0.8549524,-2.9836113
attn_1_4_outputs,0,-0.06739303,-0.049056735,0.0817421,-0.047959708,0.20604219,0.5691707,-0.5967898
attn_1_4_outputs,1,0.1251001,0.6197209,-1.0578711,0.88397425,0.18943763,0.52767557,0.7987519
attn_1_4_outputs,2,0.102214135,0.04571221,0.031110853,-0.00030884476,0.10056456,0.21928129,-0.2879094
attn_1_4_outputs,3,0.17320196,0.044819113,-0.3120224,0.204593,-0.20482789,-0.030941147,0.120044716
attn_1_4_outputs,4,0.44563258,0.0013117708,0.4762245,0.0057138656,0.4236996,0.12565735,-1.8062598
attn_1_4_outputs,5,0.047736857,0.14103672,1.1539695,0.5196339,-0.8274547,0.057375062,-1.0846051
attn_1_4_outputs,6,-0.6693354,-0.36554584,0.26449057,-0.34937254,0.44883668,0.5945465,-0.5697195
attn_1_4_outputs,7,0.4232785,0.068401895,0.07939497,0.26263428,-0.39259216,-0.18496147,-0.010615008
attn_1_5_outputs,0,-0.022418357,-0.2390764,0.21250588,0.099818565,0.06136604,-0.17617773,-0.36440584
attn_1_5_outputs,1,-0.5207572,-0.55448735,0.0030580505,0.014574095,-0.058770582,-0.14605284,-0.06443702
attn_1_5_outputs,2,0.45213515,0.16868657,0.12405604,0.5622037,0.47623166,-0.03691104,-0.5825217
attn_1_5_outputs,3,0.04869072,-0.072282955,-0.09856088,-0.118511,0.24554896,0.12576321,-0.92041254
attn_1_5_outputs,4,-0.5502711,-0.018369272,-0.24507074,-0.19451657,0.15645777,-0.0340385,0.038590685
attn_1_5_outputs,5,-0.03244671,-0.17531079,0.3543664,0.38998467,0.27439186,0.009593552,0.3029373
attn_1_5_outputs,<pad>,-0.3718146,0.02367843,-0.49979585,-0.22799556,-0.02166993,0.041119233,0.058831725
attn_1_5_outputs,<s>,-0.027293175,0.039567932,0.21811384,0.2080243,-0.21122073,0.2169396,0.85082513
attn_1_6_outputs,0,0.102265,0.659056,0.26772562,0.035851605,-0.7874429,0.33321533,0.5822886
attn_1_6_outputs,1,0.4553245,-0.15941949,-0.34221542,0.19116764,0.93807596,-0.16868243,-0.054462373
attn_1_6_outputs,2,-0.36175123,0.6820666,-0.06053573,-0.36140728,-0.7026787,0.31780615,3.7150106
attn_1_6_outputs,3,-0.05260983,-1.5289633,0.5100034,-0.68872166,1.530656,0.014622902,-1.23157
attn_1_6_outputs,4,-0.1758818,0.5835634,0.59720254,-0.14888427,-0.69862187,0.33812034,0.30965245
attn_1_6_outputs,5,0.7124346,-0.054791395,-0.19017524,0.5689413,-0.3847029,0.011956088,-1.5822253
attn_1_6_outputs,6,0.6751217,-1.0172092,0.13547571,0.33734733,2.2127628,0.64709747,-0.9244566
attn_1_6_outputs,7,-1.2414165,0.4789335,-0.36539307,-0.3207249,0.6360211,0.3305124,2.522014
attn_1_7_outputs,0,-0.014200267,-0.21577539,0.059406906,-0.6726738,-0.6360974,-0.5017329,0.3193032
attn_1_7_outputs,1,0.25716037,0.17181739,-0.026522176,-0.18257993,-0.34633,0.0067769852,-0.10310569
attn_1_7_outputs,2,0.06461689,0.057891853,0.54945153,-0.30281824,-0.1932326,-0.062064197,-0.39179346
attn_1_7_outputs,3,0.29498246,-0.06690693,0.2858145,-0.27787843,-0.34076148,-0.06352021,-0.5781177
attn_1_7_outputs,4,0.0521988,-0.0011021759,-0.7115676,-0.3573142,0.17771283,-0.25572643,0.78076875
attn_1_7_outputs,5,0.4456498,0.40336472,0.13699535,-0.07716569,-0.1081068,0.034224346,0.15937509
attn_1_7_outputs,6,0.13739601,0.14590849,0.0966545,-0.03300202,-0.08638647,0.09375801,0.40616882
attn_1_7_outputs,7,0.36325642,0.1024032,0.3957919,-0.5286971,-0.06596688,-0.06777158,-0.80158126
attn_2_0_outputs,0,0.011837776,1.4648253,0.14281473,-0.55555314,-0.45460746,-0.46293765,-3.741629
attn_2_0_outputs,1,0.6686944,-0.5911885,0.85124755,-0.22164418,-0.4803439,-0.793553,-0.74431384
attn_2_0_outputs,2,1.1735531,1.5028375,1.700637,1.188791,-0.4249405,-1.0589807,0.28546834
attn_2_0_outputs,3,0.68848795,-0.01163929,-0.036597516,0.6873613,0.24471107,-0.39520702,-2.3298798
attn_2_0_outputs,4,0.57708883,-0.23688838,0.235678,0.104529485,0.07655991,-0.29578486,-0.909905
attn_2_0_outputs,5,0.8073782,0.9381424,0.17503177,0.5255924,0.25369817,0.027557524,-2.2936113
attn_2_0_outputs,6,-7.307788,-0.17021886,0.12233369,-0.06407946,-0.14539272,-0.15215361,7.762199
attn_2_0_outputs,7,1.0383065,-0.005024119,0.50004846,0.12959966,0.39667627,0.2974035,-5.1222444
attn_2_1_outputs,0,0.028522322,-0.16672249,-0.32467893,0.008520458,0.031926863,-0.22292568,0.6416169
attn_2_1_outputs,1,-0.10104626,-0.24825099,-0.48128742,-0.276991,0.05197467,-0.1897929,0.49563375
attn_2_1_outputs,2,0.26079434,0.10833058,0.23204601,0.25409546,0.47270247,0.15599425,0.004430329
attn_2_1_outputs,3,0.28051874,0.12479416,0.1408661,0.1368786,0.5970389,0.034623902,-1.008392
attn_2_1_outputs,4,0.07656244,0.10285992,-0.13027263,0.23372619,0.13419072,-0.114756085,0.51618457
attn_2_1_outputs,5,0.1355547,0.019687103,-0.14947954,-0.07838301,0.21337266,0.30195084,-0.29731533
attn_2_1_outputs,6,0.060335584,-0.26077473,-0.19453213,-0.0826652,0.06642955,0.09561401,0.41467443
attn_2_1_outputs,7,0.24081585,-0.2525972,-0.22535644,0.12705238,0.37086475,0.18950033,0.7264263
attn_2_2_outputs,0,0.14535698,0.8272524,-0.1224053,0.26282367,0.28822774,0.14999285,0.16144627
attn_2_2_outputs,1,0.5651034,0.15257853,0.48182017,0.21275197,0.10233461,0.040617123,-0.14756127
attn_2_2_outputs,2,-0.054027833,-2.2830064,-0.22726876,0.07903403,0.36292872,1.2723508,-0.18833436
attn_2_2_outputs,3,-0.0835122,0.1714665,0.2850563,0.08784405,0.2405547,0.000104314255,-0.3133896
attn_2_2_outputs,4,0.0785837,-0.40642342,-0.13222544,-0.3755446,0.2474772,0.9959056,0.8621955
attn_2_2_outputs,5,0.26513278,-1.0903658,-0.031011125,-0.16397908,0.0011796205,0.6981553,-0.48885405
attn_2_2_outputs,6,1.1399819,0.7213155,-0.2995614,1.2512544,-0.4555486,0.40882662,-0.73615664
attn_2_2_outputs,7,-0.16106494,0.25556594,-0.4091114,-0.16815422,-1.8012068,-0.6735007,2.1319287
attn_2_3_outputs,0,0.72154236,-0.057762004,0.075741194,0.4773278,0.56481194,0.5114127,-1.1038064
attn_2_3_outputs,1,0.78877467,0.4992189,-1.6322867,0.21158679,0.09286356,0.15890065,-2.0968149
attn_2_3_outputs,2,0.16526814,-0.10821611,-0.16262263,-0.018520482,-0.005672657,-0.16340366,-0.5155963
attn_2_3_outputs,3,0.50694805,0.19093475,0.061397236,0.03249781,-0.011196374,0.098925926,-1.0044937
attn_2_3_outputs,4,0.7776383,0.4410983,0.3339989,0.15850827,0.1959194,0.21822803,-1.6703928
attn_2_3_outputs,5,-0.8972102,-0.69735765,0.636396,0.7156797,1.03268,0.44145995,0.08161037
attn_2_3_outputs,6,1.0505506,0.20400628,0.32910922,0.017527219,0.28645474,0.1247278,0.6438258
attn_2_3_outputs,7,-0.7206981,0.10748867,0.13117093,0.033098552,-0.3772952,-0.27704376,1.9252185
attn_2_4_outputs,0,0.26207414,-0.3253234,1.2582262,-1.2568452,-1.727064,1.0238361,0.18893985
attn_2_4_outputs,1,-0.30789328,-0.091417566,0.02710541,-0.18139255,-1.0149299,-0.20703712,0.22279777
attn_2_4_outputs,2,-0.15598898,-0.49988893,0.069923125,-0.3126206,-0.48720136,-0.39302507,-0.61263925
attn_2_4_outputs,3,0.16878,0.2489728,0.12944214,0.16702564,0.57195294,0.14409025,0.119231015
attn_2_4_outputs,4,0.8276816,0.65453917,1.3225408,0.7672295,0.67773515,0.6693005,-1.4855367
attn_2_4_outputs,5,-0.098426305,-0.14211446,-1.0055335,-0.1467304,-0.5150939,-0.21264665,4.0721326
attn_2_4_outputs,6,0.25401774,0.13715878,-0.057818588,0.08717237,-0.33043692,0.14682317,0.5775745
attn_2_4_outputs,7,0.47500375,0.55654174,1.4723152,0.47236177,0.34101248,0.45606458,-3.3938138
attn_2_5_outputs,0,0.18422136,0.27859697,0.2783602,0.06575235,-0.18372178,0.22159375,-0.12540172
attn_2_5_outputs,1,0.09296901,-0.020720074,0.17747152,-0.16402084,-0.22236997,-0.16997424,-0.13623579
attn_2_5_outputs,2,1.140908,0.3779399,-0.8069258,0.4455745,-0.8309032,0.48235467,-0.01107387
attn_2_5_outputs,3,0.027927732,0.20632236,0.3138798,-0.06552253,-0.13226494,-0.098751195,-0.42557532
attn_2_5_outputs,4,0.82653195,-1.2239442,1.9072899,-1.4294696,0.8154766,1.181498,-0.5587789
attn_2_5_outputs,5,0.012963482,-0.12871777,0.5000822,0.09339873,-0.24995264,-0.038846016,0.13148405
attn_2_5_outputs,6,0.4455194,0.22928138,0.9240479,0.29935944,0.16647576,-0.10533868,0.6465589
attn_2_5_outputs,7,0.31152898,0.11006666,0.4941808,-0.20001097,0.1545478,0.14283697,0.09471508
attn_2_6_outputs,0,-0.13001865,-0.33748952,-0.28736445,-0.49941236,-0.25168654,-5.8237357,5.583847
attn_2_6_outputs,1,0.47200593,0.28143457,0.4326886,0.23282424,0.4683146,1.8829643,-3.3278985
attn_2_6_outputs,2,-0.2190955,-0.13610774,-0.08140836,-0.106032945,-0.05753689,-2.493898,2.5254147
attn_2_6_outputs,3,0.5178369,0.43608716,0.4782364,0.13467075,0.37360638,1.9309256,-2.8624895
attn_2_6_outputs,4,-0.27289528,-0.78407276,-0.5801589,-0.76539534,-0.5911116,-4.3831263,4.79072
attn_2_6_outputs,5,0.07988268,-0.07475821,0.042544562,-0.21843776,0.00067323906,0.69364375,-0.40512037
attn_2_6_outputs,6,0.39913476,0.17540126,0.14140157,-0.11256481,0.42075783,2.0780947,-2.71019
attn_2_6_outputs,7,0.4261531,0.4132633,0.44490257,0.300803,0.48071167,2.0389168,-2.6314912
attn_2_7_outputs,0,-0.045063205,-0.023139693,-0.061602086,-0.20675597,0.17928326,-0.2201821,-0.3405708
attn_2_7_outputs,1,0.21860532,0.012683466,0.047556315,0.12695362,0.47948936,0.15989935,-0.21302134
attn_2_7_outputs,2,0.349257,-0.10322091,0.8102187,0.15801254,0.4684774,0.121305496,-1.0980477
attn_2_7_outputs,3,-0.04963951,0.045405336,-0.10882369,-0.21929477,-0.06254941,-0.19699204,0.06798283
attn_2_7_outputs,4,-0.057837818,0.003025034,0.009958864,-0.3322575,0.10052377,-0.2111143,-3.014205
attn_2_7_outputs,5,0.77451867,-0.94793904,0.71521795,-0.193499,-0.10394144,0.9217109,-0.24036662
attn_2_7_outputs,6,0.6388447,0.116010465,0.6414409,0.51581085,-1.065713,0.2873667,0.26096892
attn_2_7_outputs,7,0.5500006,0.20601524,0.24622554,-0.01445237,0.93852264,0.34359846,-0.9596165
mlp_0_0_outputs,0,0.7896447,-1.1276306,-1.2245219,0.2472566,0.41299224,-1.7947109,3.208676
mlp_0_0_outputs,1,0.9372696,0.023790892,3.7295585,-2.9093375,-0.09821809,-0.25521347,-3.1668217
mlp_0_0_outputs,2,-0.42792457,-0.26896518,-0.81782025,0.93609977,-0.70957124,1.9855678,1.3240345
mlp_0_0_outputs,3,0.16206625,0.34014386,-0.17960861,1.023965,-0.12390706,-0.21813399,-0.9448994
mlp_0_0_outputs,4,1.0384009,-0.09584621,-0.2672009,0.17054822,0.37643367,-0.025529036,1.0972701
mlp_0_0_outputs,5,0.15820476,3.183845,-0.3311831,-1.9802827,-0.51209664,-0.73656034,-1.5754728
mlp_0_0_outputs,6,-0.8359038,-1.0927191,-1.5291163,-0.3936635,-0.23997511,-1.1836313,2.4429235
mlp_0_0_outputs,7,1.9484733,-0.10823381,-0.71665406,-2.6057749,-0.2067308,1.0153521,0.3668079
mlp_0_1_outputs,0,2.5297947,-0.44192407,0.52546924,0.45716223,1.011006,-1.2906312,-1.1985722
mlp_0_1_outputs,1,-1.7976973,0.5290155,2.507324,-0.55074626,-0.1382874,1.8548051,-4.5850415
mlp_0_1_outputs,2,0.871213,-0.77129465,-0.08301791,0.19284856,0.4137163,-0.081705175,0.5299071
mlp_0_1_outputs,3,0.10094655,-0.5113704,-0.2280155,-0.5778561,-0.62012887,-0.730249,-0.040145118
mlp_0_1_outputs,4,1.1161098,-0.44789013,-0.5273832,0.18506986,-1.2423638,1.896974,-1.8820996
mlp_0_1_outputs,5,-0.7955571,1.8025731,-0.19722186,-0.38854578,0.28871357,2.16697,-13.841525
mlp_0_1_outputs,6,0.2724306,0.17632328,0.08815752,-0.21502444,-0.055378396,-0.11394632,-0.0006115116
mlp_0_1_outputs,7,-0.21984075,-2.581195,-0.31870174,-0.028540673,0.19865735,-1.7989081,2.6835732
mlp_0_2_outputs,0,0.018118553,-0.23450299,0.10148215,-0.018852947,0.89046586,-0.30694202,-1.6039755
mlp_0_2_outputs,1,0.5688549,0.69634485,0.80040514,0.16889215,-0.026168669,0.62160754,-1.1888376
mlp_0_2_outputs,2,0.57563055,0.7600323,-0.5574779,2.7300277,0.39172602,0.39309108,-6.532211
mlp_0_2_outputs,3,-1.5706329,-1.2120421,-0.94103193,-2.1937003,-1.0351824,-1.5598868,4.753929
mlp_0_2_outputs,4,-0.020715062,-0.44646487,2.5212307,0.050477065,0.27834317,-0.5278908,-2.3676143
mlp_0_2_outputs,5,-0.096665055,0.472,0.06785142,-0.73704827,1.1919093,0.41707122,-0.9976836
mlp_0_2_outputs,6,-0.082845025,0.15810907,1.4273326,-0.20306695,0.48688686,0.18711646,-0.405864
mlp_0_2_outputs,7,0.91837245,-0.38932934,-1.483379,-0.623871,-0.65121293,-1.0041188,3.955173
mlp_0_3_outputs,0,0.39602855,-0.55329883,0.032009833,0.17112966,2.9995673,-0.5063609,-7.0190597
mlp_0_3_outputs,1,-0.33075908,-0.24678852,-0.98027235,0.9106951,-0.57042575,1.2542996,0.046225283
mlp_0_3_outputs,2,2.2299376,-0.57118833,-0.4350907,0.10263538,0.18453701,-0.5643249,-2.8698964
mlp_0_3_outputs,3,-0.1604666,-0.6175525,2.8812368,0.020537153,0.0044587166,-0.6034901,-3.4921763
mlp_0_3_outputs,4,-0.22694317,-0.4338338,-0.88908976,3.1029906,-0.39158353,-0.90048194,-0.15847607
mlp_0_3_outputs,5,-0.54457504,1.4297864,-0.7187024,1.016917,-0.4741379,-0.45004702,-0.23374657
mlp_0_3_outputs,6,0.22143412,1.1915013,-0.36554927,-0.050793655,0.027088344,1.3595499,0.035046574
mlp_0_3_outputs,7,-0.18508333,-0.8997463,-0.8609424,-0.6275625,-0.92916954,-1.3188957,2.6494637
mlp_1_0_outputs,0,0.0231746,-0.23952235,0.3110524,1.0023583,0.34043768,0.3392433,-0.78207517
mlp_1_0_outputs,1,-0.10470014,-0.030024415,0.20983982,0.46802136,0.022263844,0.5689428,0.86154723
mlp_1_0_outputs,2,-0.24869338,0.39351338,0.4789828,0.49346405,0.1636241,0.0069309874,0.2829729
mlp_1_0_outputs,3,-0.119051315,0.28417987,-0.14612144,0.5229821,0.38024613,0.06241574,0.044513665
mlp_1_0_outputs,4,-0.033896916,0.3808684,0.42144343,0.5777407,0.3645844,0.3683994,0.6453988
mlp_1_0_outputs,5,-0.051443342,0.36188683,0.357696,0.48398724,0.092560984,0.39470813,0.90875775
mlp_1_0_outputs,6,-0.28708306,0.0047319722,-0.014799257,0.1304549,-0.09909203,0.31618938,-0.514727
mlp_1_0_outputs,7,-0.19576259,0.0913046,0.18758598,0.42114058,0.2620847,0.27392724,0.23261091
mlp_1_1_outputs,0,-0.27818617,-0.23823369,-0.66628015,-0.3851365,0.02345249,-0.11253376,0.9303436
mlp_1_1_outputs,1,0.4566088,0.92829674,0.33784744,0.7605564,1.0949188,0.79487646,-2.417513
mlp_1_1_outputs,2,0.16649006,-4.9415894,-0.31867778,0.14195423,2.7507524,0.13676037,1.440372
mlp_1_1_outputs,3,-0.0143778045,0.30450162,-0.066056855,0.032394413,-0.09859356,0.40274045,-0.8132771
mlp_1_1_outputs,4,-0.0018064291,1.5805926,0.12213904,0.14346188,-0.11540341,0.52606285,0.06307555
mlp_1_1_outputs,5,0.7508213,0.81082803,0.3543434,0.54015595,-1.6356907,0.42445436,0.22334152
mlp_1_1_outputs,6,0.11140984,0.63098264,0.18660507,0.32489097,-0.40426654,0.035986066,-1.0629478
